http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6257&lg=f | Philippe Quinta | France | quelqu'un marche\\autour de la maison -\\pluie de printemps
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=164&lg=f | Emilie Moineau | France | zébrures dans l'espace\\le store se coule dans la rue\\par une fenêtre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6845&lg=f | John Wisdom | USA | brouillard du matin\\des pousses vertes d'oignons\\crevassent le sol
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1678&lg=f | Robert Van Muylder | Belgique | pain beurré -\\le boulanger enfin\\assis
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5643&lg=f | Mark Holloway | UK | dans le jardin clos\\l'odeur\\des pommes en décomposition
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=826&lg=f | Jean-Claude César | France | Matin d'hiver-\\le zizi du jardinier\\tout rabougri...
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3881&lg=f | Danièle Duteil | France | risque de fusion -\\sur mes doigts l'odeur\\des immortelles de mer
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3617&lg=f | Paul David Mena | USA | jours de neige --\\plus de blanc que je ne croyais\\dans ma barbe
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4699&lg=f | Paul David Mena | USA | une vraie merveille du monde --\\comment elle remplit\\son T-shirt Grand Canyon
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6651&lg=f | Serge Tomé | Belgique | la pelle mécanique\\dans le pré\\efface le ciel
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6963&lg=f | Michel Duflo | France | thé de l’aube –\\un bruit de moteur croît\\puis décroît
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5684&lg=f | Vincent Hoarau | France | veille d'élection -\\les chasseurs et leurs chiens\\quelque part dans les bois
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7150&lg=f |  Bikko | France | thé à la menthe\\sur l’eau la pleine lune\\à peine voilée
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7049&lg=f | Ben Coudert | France | retour en banlieue -\\sous le lit de feue ma mère\\tout un stock de morphine
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1139&lg=f | Marcel Peltier | Belgique | poussière grise\\sur la cheminée de marbre -\\et ta photo
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6743&lg=f | Bruno Robert | France | escalier A\\quatre à quatre son parfum\\n°5
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6913&lg=f |  Bikko | France | milieu de nuit\\le biseau de l'aiguille\\trouve la veine
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7470&lg=f | Paul David Mena | USA | fin d'été --\\j'observe le Dow (Jones)\\tomber
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2579&lg=f | Eric Hellal | France | Gold Beach\\un tag délavé\\sur le blockhaus
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1111&lg=f | Paul David Mena | USA | (remise de diplôme de ma fille\\je serre le noeud\\de ma cravate)
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1781&lg=f | Jean-Claude César | France | Intifada-\\un léger retard\\pour le repas du soir
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2148&lg=f | Philippe Quinta | France | Saké de Kyoto\\dans le verre à téquila\\Fin d'automne
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7693&lg=f | Vicky Ni Wayan | Belgique | réveillon de l'an neuf-\\en ermite sous un édredon\\d'étoiles
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5683&lg=f | Vincent Hoarau | France | nuit de brouillard -\\les moutons\\ne s'en soucient guère
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6306&lg=f | John McDonald | Scotland (UK) | une vieille dame appelée Mary\\son enfant étendu sur ses genoux\\... mémorial de guerre
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1463&lg=f | Carol Raisfeld | USA | tonnerre\\ciel d'ardoise\\crocus naissants
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1476&lg=f | Jean Ruaud | France | Parc des Buttes Chaumont\\a man alone\\and drizzle
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1900&lg=f | Jeremiah Burlington | France | Seul dans ma nuit\\souvenir des lampions\\de mon enfance
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2452&lg=f | Damien Gabriels | France | silence de l'aube ~\\un peu de  vapeur s'élève\\de mon bol
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6408&lg=f | Karyn Louryan  | Belgique | bouche gourmande...\\qui se souvient que la cerise\\a été une fleur?
http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1475&lg=f | Carol Raisfeld | USA | solstice d'hiver\\la chandelle trop courte\\pour la longue nuit
