,url,id_auteur,auteur,sexe,pays,haiku
156,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5010&lg=f,mena-pd,Paul David Mena,H,USA,l'anniversaire de ma fille --\\un ballon d'enfant\\au dessus des nuages
157,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5149&lg=f,bikko, Bikko,H,France,midi du jour 8 ~\\les sirènes ne font pas\\taire les oiseaux
158,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6700&lg=f,beau-m,Micheline Beaudry,F,Canada,août déclinant\\la stridulation du criquet\\huasse d'un ton
159,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1731&lg=f,cesa-jc,Jean-Claude César,H,France,Couleurs printanières-\\devant l'étalage des soutien-gorge\\le photographe hésite
160,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6821&lg=f,alsa-m,Mohamad Alsari,H,Syria,Retour à la maison\\l'ombre de la clé est devant moi\\pour ouvrir la porte
161,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5902&lg=f,lux-a,Angèle Lux,F,Canada,bourrasques glacées --\\le fossoyeur creuse une tombe\\au marteau-piqueur
162,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7895&lg=f,gabr-d,Damien Gabriels,H,France,matinée sans fin -\\je ressasse l'amertume\\de mon café noir
163,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1761&lg=f,bala-i,Israel Balan,H,Mexico,des chiens aboient\\peut-être ai-je été un chat\\dans une autre vie
164,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5346&lg=f,py-d,Daniel Py,H,France,deux dames d'un certain âge\\parlent soutien-gorge\\- train de mai
165,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1933&lg=f,quin-p,Philippe Quinta,H,France,Demi-lune au ciel/J'attaque dans mon assiette/Un demi-melon
166,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7373&lg=f,lour-k,Karyn Louryan ,F,Belgique,temps à l'orage ~\\par à coup les effluves\\du sureau
167,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2123&lg=f,pelt-m,Marcel Peltier,H,Belgique,dans la rue\\au petit matin\\une boîte de conserve\\chahute
168,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=349&lg=f,howa-d,Dorothy Howard (zeni b),F,Canada,l'imprimante crache\\le phénix millénaire--\\une autre feuille
169,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2608&lg=f,cesa-jc,Jean-Claude César,H,France,jour d'hiver -\\des montres luxueuses\\à un prix abordable
170,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7711&lg=f,mena-pd,Paul David Mena,H,USA,avis de blizzard --\\je voudrais ne pas avoir vu\\ce chat noir
171,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2207&lg=f,mena-pd,Paul David Mena,H,USA,train encombré --\\un homme saoûl m'offre sa place\\pour cinq dollars
172,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4948&lg=f,mcdo-j,John McDonald,H,Scotland(UK),(étang la nuit -\\montée de poisson\\jusqu'aux miettes d'étoiles
173,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6245&lg=f,mare-g,Gérard Maréchal,H,France,aube de pluie --\\la blancheur du merisier\\habille le sol
174,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=845&lg=f,vanm-r,Robert Van Muylder,H,Belgique,à table\\elle émiette le pain –\\l’œil du merle
175,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5436&lg=f,junc-m,Monique Junchat,F,France,Mistral de mai\\accrochée à la façade\\la cigale factice
176,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5006&lg=f,mcdo-j,John McDonald,H,Scotland(UK),avec le printemps\\ses cheveux\\recommencent à pousser
177,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4774&lg=f,mena-pd,Paul David Mena,H,USA,état de la bourse --\\une auto a calé\\dans le carrefour
178,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7252&lg=f,coud-b,Ben Coudert,H,France,foyer pour femmes battues -\\sur son corps\\cinquante nuances de bleu
179,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5248&lg=f,py-d,Daniel Py,H,France,prise dans la Moselle\\une bouteille\\le cul en l'air
180,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6860&lg=f,lour-k,Karyn Louryan ,F,Belgique,courants d’air\\ses joues rougies\\par le saké chaud
181,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2171&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Au travers de la fumée de la papeterie\\Une longue ligne rouge apparait --\\Début d'un lever de soleil
182,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=8023&lg=f,quac-j,Jacques Quach,H,France,nuée d’orage\\l’éclair blanc\\d’une mouette
183,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=217&lg=f,dhai-m,Magda Dhainaut,F,France,sur le carrelage blanc\\elle semble encore plus grosse\\l'araignée du radiateur
184,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3890&lg=f,serj-d,David Serjeant,H,UK,grommelant quelque chose\\le merle sur le poteau de clôture\\Jour de l'élection -
185,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4485&lg=f,gabr-d,Damien Gabriels,H,France,entre four et frigo\\trois abricots fripés\\peau contre peau
186,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7643&lg=f,rhut-s,Sharon Rhutaseljones,F,Africa,mi décembre\\l'alignement des bougies sur l'appui de fenêtre\\nuit silencieuse
187,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6247&lg=f,mare-g,Gérard Maréchal,H,France,"Café serré,\\sur la colline la brume\\efface la biche"
188,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=157&lg=f,gabr-d,Damien Gabriels,H,France,nuit orageuse -\\le bourdonnement\\d'une moissonneuse
189,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1760&lg=f,bala-i,Israel Balan,H,Mexico,café avec terrasse\\sur les chaises vides\\les feuilles mortes
190,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7951&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,salle d'attente du cardio~\\la guerre\\à portée de main
191,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4981&lg=f,mena-pd,Paul David Mena,H,USA,équinoxe --\\un dix-huit roues dépasse\\la double ligne blanche (jaune aux USA)
192,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6040&lg=f,lux-a,Angèle Lux,F,Canada,solstice d'hiver\\des carrés de chocolat\\un à un
193,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7628&lg=f,brah-n,Nicole Braham,F,France,la lune de décembre\\masquée par les nuages\\j'allume ma veilleuse
194,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1815&lg=f,cayr-a,André Cayrel,H,France,marché de Lunel\\des culottes non conçues\\pour le froid
195,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5815&lg=f,alsa-m,Mohamad Alsari,H,Syria,De la tombe à l'autre\\une dernière feuille d'automne\\se déplace
196,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=525&lg=f,cesa-jc,Jean-Claude César,H,France,Avant de se quitter\\disperser les braises -\\envol des lucioles
197,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5458&lg=f,gabr-d,Damien Gabriels,H,France,jardin zen -\\l'ombre du Bouddha de pierre\\a changé de place
198,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2358&lg=f,bala-i,Israel Balan,H,Mexico,après le tremblement de terre\\une feuille tombe\\dans le patio
199,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3857&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,(Dans la flaque laissée par la marée\\Deux crabes dans une étreinte\\Le dîner d'aujourd'hui)
200,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7857&lg=f,rhut-s,Sharon Rhutaseljones,F,Africa,malgré\\les bombes et les mensonges\\les fleurs sauvages
201,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7042&lg=f,lonq-f,Françoise Lonquety,F,France,Le mur érigé -\\de la jungle de Calais\\plus aucun tam-tam
202,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7544&lg=f,baud-v,Valérie Baudet,F,France,Lune d'octobre\\Un voile de cacao\\Sur la porcelaine
203,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6321&lg=f,dufl-m,Michel Duflo,H,France,tombes oubliées –\\leurs noms lus\\à voix haute
204,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3507&lg=f,mena-pd,Paul David Mena,H,USA,nouvelle lune --\\une voiture abandonnée\\sur l'allée des amoureux
205,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3421&lg=f,mena-pd,Paul David Mena,H,USA,vague de chaleur --\\le chien se déplace lentement\\d'une ombre à l'autre
206,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7480&lg=f,mout-a,Abelhak  Moutachaoui Abdou,H,Maroc,Jour de pluie-\\beau temps dans les yeux\\du chat
207,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2399&lg=f,py-d,Daniel Py,H,France,Pendant la Création\\de Haydn\\une araignée\\descend du cintre
208,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4156&lg=f,sorl-w,William Sorlien,H,USA,dans le crépuscule d'automne\\le PC peine et ronronne\\une centaine de corneilles
209,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6373&lg=f,dumo-g,Gérard Dumon,H,France,matin calme\\juste le bruit d'une feuille\\que le vent roule
210,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1022&lg=f,duha-a,André Duhaime,H,Canada,son fameux haïku bleu\\à propos de son divorce\\et de son cactus
211,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3392&lg=f,mena-pd,Paul David Mena,H,USA,après la pluie\\une lumière sur le trottoir\\d'une maison vide
212,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3221&lg=f,holl-m,Mark Holloway,H,UK,(blancheur de la neige\\pas de couleur autre que les graffiti\\du pont de chemin de fer)
213,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=924&lg=f,sprite, sprite,?,England,thé à l'odeur de mangue\\dans un boite argentée - les invités qui partent\\s'attardent un peu
214,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2369&lg=f,dute-d,Danièle Duteil,F,France,noces de laine\\les premières mites\\dans l'armoire
215,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5827&lg=f,coud-b,Ben Coudert,H,France,passage du désir -\\j'y donnais souvent rendez-vous\\à ma mère
216,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2054&lg=f,supo-l,Lucia Supova,F,Luxembourg,la rosée blanche\\sur les trèfles --\\la lune de jour
217,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5758&lg=f,mena-pd,Paul David Mena,H,USA,je vide la bouteille de vin -\\une autre conversation\\à propos de Maman
218,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4298&lg=f,gabr-d,Damien Gabriels,H,France,matin de givre -\\l'ombre blanche\\des peupliers
219,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6623&lg=f,mena-pd,Paul David Mena,H,USA,sommeil troublé --\\les étincelles\\d'un câble à haute-tension
220,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3926&lg=f,naga-l,Louis Nagara,H,France,rien de plus fatigant\\qu'être fatigué de dormir seul\\café chaud
221,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=866&lg=f,beau-m,Micheline Beaudry,F,Canada,la sève\\coule à flanc d'érable\\gélivures
222,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2305&lg=f,sprite, sprite,?,England,(magnet sur le frigo --\\snack après snack \\dépérissant)
223,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4297&lg=f,gabr-d,Damien Gabriels,H,France,cour de l'école -\\les cases de la marelle\\blanches de sel
224,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4916&lg=f,mena-pd,Paul David Mena,H,USA,surveillance des tempêtes d'automne --\\gare à la chute\\de la bourse
225,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6659&lg=f,tome-s,Serge Tomé,H,Belgique,matin gris\\les nuages blancs\\de l'usine à papier
226,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2229&lg=f,gabr-d,Damien Gabriels,H,France,paillettes dorées\\aux joints du carrelage  -\\veille de Noël
227,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7046&lg=f,lour-k,Karyn Louryan ,F,Belgique,un dernier sursaut\\de la flamme de la bougie\\— il neige à nouveau
228,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5685&lg=f,gabr-d,Damien Gabriels,H,France,thé du soir -\\la flamme de l'allumette\\réveille les ombres
229,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1470&lg=f,rais-c,Carol Raisfeld,F,USA,conférence haïku --\\le lecteur donne l'adresse\\en trois courtes phrases
230,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1152&lg=f,quer-p,Pascal Quero,H,France,"Palais-Royal, nuit\\qui tombe - les arbres en rang\\des deux côtés"
231,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2293&lg=f,bala-i,Israel Balan,H,Mexico,chaud jour d'hiver --\\l'odeur \\d'un nouveau livre
232,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7327&lg=f,alex-m,Marlène Alexa,F,Egypte,crépuscule\\d’un pin à l’autre\\les sons s’éteignent
233,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5688&lg=f,haba-k,Kunzeï Habashli,?,France,Elle m'étouffait\\Cette robe noire\\Que je laisse choir
234,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6598&lg=f,coud-b,Ben Coudert,H,France,musique de nuit -\\dans la fente du juke box\\une demi-lune
235,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6698&lg=f,gabr-d,Damien Gabriels,H,France,douceur du soir -\\le trait rose d'un avion\\effleure la lune
236,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=710&lg=f,quer-p,Pascal Quero,H,France,marée basse -\\la maman parle au loin\\dans son portable
237,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5952&lg=f,mare-g,Gérard Maréchal,H,France,L'envol d'un rapace ~\\au loin le son des canons\\déclencheurs d'avalanches
238,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6289&lg=f,hoar-v,Vincent Hoarau,H,France,avant la manif\\croquer à pleines dents\\dans une fraise rouge
239,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2138&lg=f,bala-i,Israel Balan,H,Mexico,attendant le bus --\\mon ombre\\aussi change de posture
240,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=357&lg=f,vanm-r,Robert Van Muylder,H,Belgique,par la fenêtre -\\un bleu comme ça\\pour nos fauteuils
241,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1112&lg=f,mena-pd,Paul David Mena,H,USA,partie pour affaire --\\le chat qui ne trouve pas sa place\\sur ton côté du lit
242,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3625&lg=f,asun-i,Isabel Asunsolo,F,France,matin de brouillard...\\je lave à la main\\mon foulard blanc
243,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5272&lg=f,tuga-f,Francis Tugayé,H,France,"Pénombre au jardin.\\A l'aube, seules apparaissent\\les fleurs du cerisier."
244,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7050&lg=f,ligi-l,Lilas Ligier,F,France,Jour d'hiver~\\mon ami sa prostate\\a changé son regard
245,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6916&lg=f,dufl-m,Michel Duflo,H,France,longues longues nuits d’automne –\\le voisin du deuxième\\et ses ennuis de prostate
246,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3661&lg=f,mena-pd,Paul David Mena,H,USA,la neige tourne en pluie --\\les dernières lueurs\\des feux de la charrue
247,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3266&lg=f,mena-pd,Paul David Mena,H,USA,dehors pour affaires --\\du mannequin nu\\les perles de Canaval
248,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6671&lg=f,hoar-v,Vincent Hoarau,H,France,vendredi noir -\\la lente dégringolade\\d'une feuille morte
249,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7780&lg=f,alsa-m,Mohamad Alsari,H,Syria,La ville est dévastée.\\L'ombre d'un dictateur.\\Dans la mosquée.
250,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1322&lg=f,dhai-m,Magda Dhainaut,F,France,"café, pain grillé\\et posée sur le plateau\\une rose jaune"
251,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7234&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,foule au souk\\les abricots en cageots\\suffoquent
252,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4046&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,(Il la regarde\\fraïcheur de l'air\\odeur de pluie)
253,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1942&lg=f,quin-p,Philippe Quinta,H,France,Fin d'après midi\\Dans l'ancestral four à pain\\Un lit blanc de cendres
254,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7483&lg=f,lour-k,Karyn Louryan ,F,Belgique,ah cet instant\\où le jour se fane\\— nouvelle lune
255,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2888&lg=f,brul-g,Gilles Brulet,H,France,Un peu de son temps\\Avec moi\\Le piéride
256,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=898&lg=f,gabr-d,Damien Gabriels,H,France,averse de neige -\\les mannequins de la vitrine\\en robes d'été
257,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4786&lg=f,mena-pd,Paul David Mena,H,USA,première neige --\\un rasage\\presque parfait
258,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=1931&lg=f,kolo-a,Angelika Kolompar Renville,F,Canada,Sombre ciel d'août\\la lune un oeuf orange --\\son ombre (à elle) trainant
259,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3097&lg=f,dute-d,Danièle Duteil,F,France,jours plus courts \\elle recouvre son visage \\de crème antirides
260,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6011&lg=f,hupp-i,Iocasta Huppen,F,Belgique,Lendemain de fête\\dans un coin de la chambre flotte\\le parfum de sa robe
261,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5791&lg=f,hoar-v,Vincent Hoarau,H,France,neige sur la ville -\\l'impression de toujours marcher\\à contre-courant
262,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3878&lg=f,cayr-a,André Cayrel,H,France,printemps en ville \\les jeunes pousses\\des jeunes filles
263,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7067&lg=f,lour-k,Karyn Louryan ,F,Belgique,une année de plus...\\et des années de livres\\sur les étagères
264,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5286&lg=f,cohe-m,Martin Cohen,H,USA,cri du roitelet des marais\\le soleil ondule sur la boue
265,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4114&lg=f,macr-c,Carole MacRury,F,USA,l'houhou de la chouette\\sans réponse\\cette nuit d'automne
266,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7592&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,matin gris\\mais cet oeuf\\dans la poêle
267,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=441&lg=f,tuga-f,Francis Tugayé,H,France,Go-ban en bois d'if.\\Les pierres de nacre et de schiste\\aux ombres semblables.
268,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4224&lg=f,macr-c,Carole MacRury,F,USA,pointe du jour...\\j'observe la nouvelle année\\couler de la montagne
269,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4768&lg=f,gabr-d,Damien Gabriels,H,France,dans mon demi-sommeil\\le chant du coq\\pour la troisième fois
270,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5195&lg=f,lema-n,Nicolas Lemarin,H,France,Théière brisée\\la mémoire des tanins\\rejoint la poubelle
271,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2937&lg=f,quin-p,Philippe Quinta,H,France,amer\\le premier café de l'an -\\bombes à Gaza
272,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7360&lg=f,masm-s,Sarra Masmoudi,F,Tunisie,matin de juillet-\\le coton parade\\dans le ciel bleu
273,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6701&lg=f,bell-j,Janick Belleau,F,Canada,d'un automne à l'autre\\tant de feuilles à ramasser\\le rateau plus lent
274,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5136&lg=f,naga-l,Louis Nagara,H,France,quai de métro \\le mendiant ronfle\\sa bouteille tient debout
275,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6515&lg=f,darn-b,Brian Austin Darnell,H,USA,abimé par endroits\\jusqu'au bois –\\le bouddha doré
276,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=4053&lg=f,gabr-d,Damien Gabriels,H,France,dernier matin d'août -\\le bleu lagon\\de mon gel de rasage
277,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6693&lg=f,tome-s,Serge Tomé,H,Belgique,nuit d'automne --\\la bête a crié longtemps\\dans le jardin
278,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=2117&lg=f,bala-i,Israel Balan,H,Mexico,jour sans vent --\\un homme sifflote\\dans la rue
279,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5822&lg=f,ther-d,Denise Therriault-Ruest,F,Canada,un gin bien chaud\\avec un zeste de citron\\vent de tempête
280,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=7612&lg=f,dufl-m,Michel Duflo,H,France,toujours là le chat\\oublié par ma voisine\\morte
281,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=5096&lg=f,naga-l,Louis Nagara,H,France,premier jour d'automne \\le soleil frappe au carreau \\une dernière fois
282,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=3534&lg=f,hell-e,Eric Hellal,H,France,audiogramme -\\à toutes les fréquences\\le bruit de la pluie
283,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6734&lg=f,poir-j,Jimmy Poirier,H,Canada,corvée au jardin\\soulever dans un seau\\l'eau et le ciel
284,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=63&lg=f,cayr-a,André Cayrel,H,France,paon de Maguelone\\ses plumes bleu outremer\\entre mer et ciel
285,http://www.tempslibres.org/tl/tlphp/dbhk03.php?id=6874&lg=f,tome-s,Serge Tomé,H,Belgique,galerie à l'arrière de la maison\\des éclats de rire\\entre les coups de tonnerre
